code,name,value,correlation_cof,p_value,n,presentmentioned
TES,quentin,0.9363399258217315,0.9363399258217315,3.287405626173208e-282,2,Present
TH,ernest_cotton,1,1,0,1,Present
TM,anse_mccallum,0.667117741997182,0.667117741997182,2.375501995320045e-39,1,Present
TM,buddy_mccallum,0.693734594862509,0.693734594862509,1.1602812936879378e-43,1,Present
TM,jackson_mccallum,0.6669215540136916,0.6669215540136916,2.5461267171274487e-39,1,Present
TM,lee_mccallum,0.667117741997182,0.667117741997182,2.375501995320045e-39,1,Present
TM,lucius_mccallum,0.667117741997182,0.667117741997182,2.375501995320045e-39,1,Present
TM,mr._gombault,0.7421023450628298,0.7421023450628298,7.777034928145819e-53,1,Present
TM,mr._pearson,0.7421023450628298,0.7421023450628298,7.777034928145819e-53,1,Present
TM,rafe_mccallum,0.745846702727363,0.745846702727363,1.2437739348618488e-53,1,Present
TM,stuart_mccallum,0.667117741997182,0.667117741997182,2.375501995320045e-39,1,Present
TO,bookwright,0.5009290749192784,0.5009290749192784,4.935555187316737e-21,1,Present
TO,buck_thorpe,0.5037788124400442,0.5037788124400442,2.72668780540544e-21,1,Present
TO,chick,0.5235284930837156,0.5235284930837156,3.8164897631751296e-23,1,Present
TO,gavin_stevens,0.5949242261110668,0.5949242261110668,5.733799422537539e-31,6,Present
TO,stonewjackson_fentry,0.7817333515577256,0.7817333515577256,6.353124680810699e-65,1,Present
TWB,georgie,0.8561905599797723,0.8561905599797723,1.2344100779143768e-92,1,Present
TWB,louisa(1),0.5046290653735717,0.5046290653735717,5.994400254978811e-22,1,Present
TWB,papa,0.6061070771861328,0.6061070771861328,2.8119328396307942e-33,1,Present
TWB,sarah,0.6088257887138266,0.6088257887138266,1.2243066333191066e-33,1,Present
TWQ,elnora,0.5740737086546572,0.5740737086546572,2.5857593512092085e-37,1,Present
TWQ,narcissa_benbow_sartoris,0.5576612349977881,0.5576612349977881,7.017330212950104e-35,1,Present
TWQ,virginia_sartoris_du_pre,0.718320346239318,0.718320346239318,2.820968594210307e-66,1,Present
TWS,boy_grier,0.9732663226483586,0.9732663226483586,1.9436168683688153e-286,2,Present
TWS,pete_grier,0.5849303451842629,0.5849303451842629,2.20164587895635e-42,1,Present
UNV,bayard_sartoris,0.9161194760982028,0.9161194760982028,1.1208554245424625e-91,8,Present
UNV,ringo,0.7515500485899508,0.7515500485899508,1.0369023520939187e-42,8,Present
UNV,rosa_millard,0.8530735270030857,0.8530735270030857,8.848810180675714e-66,5,Present
UV,bayard_sartoris,0.9085683992807052,0.9085683992807052,0,8,Present
UV,ringo,0.7599730047731418,0.7599730047731418,0,8,Present
UW,uncle_willy_christian,0.609613178245638,0.609613178245638,8.049917772402479e-21,1,Present
UW,unnamed_narrator,0.6210311626699732,0.6210311626699732,9.327942242108228e-22,5,Present
VEN,bayard_sartoris,1,1,0,8,Present
VEN,ringo,1,1,0,8,Present
VEN,uncle_buck_mccaslin,0.6729273265008703,0.6729273265008703,3.6578876289188685e-24,1,Present
W,colonel_sutpen,0.6772233874870319,0.6772233874870319,5.374991507900982e-40,1,Present
W,milly_jones,0.5425951435746486,0.5425951435746486,1.8984525247605492e-23,1,Present
W,sutpen_and_milly's_daughter,0.5425951435746486,0.5425951435746486,1.8984525247605492e-23,1,Present
W,wash_jones,1,1,0,1,Present
