code,name,value,correlation_cof,p_value,n,presentmentioned
EIC,white_lower_class_male,0.9891652345571308,0.9891652345571308,1.41844354280625e-309,23,Present
EIC,white_upper_class_male,0.6909556937256527,0.6909556937256527,5.979078719965553e-54,36,Present
ELY,mixedblackwhite_free_black_male,0.5644213527534231,0.5644213527534231,9.797753104891692e-43,2,Present
ELY,white_upper_class_female,0.9999999999999999,0.9999999999999999,0,13,Present
FAH,white_poor_white_male,0.9969826716131216,0.9969826716131216,0,8,Present
FD,white_upper_class_female,0.5437717106562852,0.5437717106562852,0,13,Present
FD,white_upper_class_male,0.8553392407339371,0.8553392407339371,0,36,Present
GDM,black_free_black_female,0.9668749978632598,0.9668749978632598,0,7,Present
GDM,mixedblackwhite_free_black_male,0.9820018558722124,0.9820018558722124,0,2,Present
GDM,white_upper_class_male,0.9849286852538826,0.9849286852538826,0,36,Present
GOD,black_free_black_female,0.535028438353862,0.535028438353862,4.611187505388905e-22,7,Present
GOD,white_middle_class_female,0.534079150561529,0.534079150561529,5.623842887016407e-22,6,Present
GOD,white_upper_class_male,0.8311799157254006,0.8311799157254006,1.4008923553392343e-72,36,Present
GOL,black_free_black_male,1,1,0,10,Present
GOL,white_middle_class_male,0.5227778595268672,0.5227778595268672,1.2194243039311303e-26,13,Present
GOL,white_upper_class_male,0.7278859350211774,0.7278859350211774,1.250813325728112e-60,36,Present
H,white_lower_class_male,0.6541876853719782,0.6541876853719782,0,23,Present
H,white_middle_class_male,0.5521270672215906,0.5521270672215906,0,13,Present
H,white_poor_white_male,0.7728048889276163,0.7728048889276163,0,8,Present
HR,white_lower_class_female,0.6031889149602798,0.6031889149602798,6.9811126023340485e-34,8,Present
HR,white_lower_class_male,1,1,0,23,Present
HUW,white_middle_class_male,0.7268175893350936,0.7268175893350936,8.239375656716536e-64,13,Present
HUW,white_upper_class_male,0.8504865107260668,0.8504865107260668,8.606876881102123e-108,36,Present
ID,white_upper_class_male,0.9218128217520754,0.9218128217520754,0,36,Present
J,indian_indian_tribal_leader_male,0.6507034620038389,0.6507034620038389,1.7292091507193706e-50,2,Present
J,indian_indian_tribal_member_male,0.640737089717925,0.640737089717925,1.5518315534349443e-48,3,Present
KGB,white_upper_class_male,0.8874545580612073,0.8874545580612073,0,36,Present
LA,white_lower_class_female,0.8702770501256838,0.8702770501256838,0,8,Present
LA,white_middle_class_female,0.8200427672567004,0.8200427672567004,0,6,Present
LD,white_lower_class_female,0.9671265809868483,0.9671265809868483,0,8,Present
LD,white_lower_class_male,0.9926302126196211,0.9926302126196211,0,23,Present
LIO,mixedindianwhite_lower_class_male,0.7448664541211447,0.7448664541211447,6.8220963416431495e-53,1,Present
LIO,white_upper_class_male,0.9798305099490527,0.9798305099490527,7.42982889363823e-205,36,Present
LJC,white_lower_class_male,0.9286570252833309,0.9286570252833309,6.482750643246028e-193,23,Present
M,white_lower_class_male,0.5235685905068947,0.5235685905068947,0,23,Present
M,white_upper_class_male,0.5253469007209518,0.5253469007209518,0,36,Present
MGM,black_enslaved_black_female,0.6901584605109615,0.6901584605109615,7.21568931147807e-89,2,Present
MGM,black_enslaved_black_male,0.7146433082450634,0.7146433082450634,5.322602494887461e-98,7,Present
MGM,white_upper_class_female,0.8082312786120348,0.8082312786120348,2.938828060503743e-144,13,Present
MGM,white_upper_class_male,0.9813437680778444,0.9813437680778444,0,36,Present
MNK,white_lower_class_male,0.6037850434590286,0.6037850434590286,2.193901570297642e-31,23,Present
MNK,white_poor_white_male,0.7727947878918605,0.7727947878918605,3.431643564368681e-61,8,Present
MNK,white_upper_class_male,0.5403059565324042,0.5403059565324042,2.743704828571912e-24,36,Present
MY,black_free_black_female,0.9837764524663329,0.9837764524663329,1.9275758905321092e-218,7,Present
MY,white_lower_class_female,0.8673762777448036,0.8673762777448036,6.924097520765885e-90,8,Present
MY,white_lower_class_male,0.6434937985287389,0.6434937985287389,1.5697862091187385e-35,23,Present
MZG,white_lower_class_female,0.8468443663333858,0.8468443663333858,2.3410052309512783e-85,8,Present
MZG,white_middle_class_female,0.6866145195721106,0.6866145195721106,5.398230380182879e-44,6,Present
OLD,mixedblackindian_indian_tribal_leader_male,0.8810206410303056,0.8810206410303056,5.758142209391157e-50,1,Present
OLD,white_upper_class_male,0.9412010257552351,0.9412010257552351,1.2376570796869796e-71,36,Present
PAN,black_free_black_female,0.5760269333520497,0.5760269333520497,9.61528773428893e-14,7,Present
PAN,black_free_black_male,0.9512436766446062,0.9512436766446062,2.2815289480318826e-72,10,Present
PAN,white_lower_class_male,0.6064404612616172,0.6064404612616172,2.0119876781246585e-15,23,Present
POL,black_free_black_female,0.6799821530534061,0.6799821530534061,1.4089971281804446e-29,7,Present
POL,black_free_black_male,0.9862684768628295,0.9862684768628295,4.298946368788975e-163,10,Present
RAI,black_enslaved_black_male,0.765518071172263,0.765518071172263,9.411856195975754e-109,7,Present
RAI,white_upper_class_female,0.9294800060207389,0.9294800060207389,2.0442789260438423e-243,13,Present
RAI,white_upper_class_male,0.9448302858707259,0.9448302858707259,3.720323025089883e-272,36,Present
RAM,white_lower_class_male,1,1,0,23,Present
RAM,white_middle_class_male,0.9635675788819897,0.9635675788819897,1.0563267203086225e-129,13,Present
RE,white_upper_class_female,0.7445120872524696,0.7445120872524696,1.5936736000498226e-29,13,Present
RET,black_enslaved_black_male,0.9503468700509375,0.9503468700509375,3.217272683528927e-261,7,Present
RET,white_upper_class_female,0.5378644454106001,0.5378644454106001,8.33545679282366e-40,13,Present
RET,white_upper_class_male,1,1,0,36,Present
RL,black_enslaved_black_male,0.6061219043253053,0.6061219043253053,1.8556954568389578e-60,7,Present
RL,indian_indian_tribal_member_male,0.562165206465364,0.562165206465364,1.847438742371579e-50,3,Present
RL,mixedindianwhiteblack_indian_tribal_leader_male,0.5365368115493871,0.5365368115493871,2.7401855308115937e-45,1,Present
SAS,black_free_black_male,0.7030160729613377,0.7030160729613377,2.924542897971198e-41,10,Present
SAS,white_upper_class_female,0.7540290589328871,0.7540290589328871,1.7985389692412476e-50,13,Present
SAS,white_upper_class_male,0.9999392833509401,0.9999392833509401,0,36,Present
SF,white_upper_class_female,0.9669852870273238,0.9669852870273238,0,13,Present
SF,white_upper_class_male,0.9977112428127497,0.9977112428127497,0,36,Present
SH,white_lower_class_female,0.6356612817046342,0.6356612817046342,1.5613382818287045e-59,8,Present
SH,white_lower_class_male,0.9466527910849014,0.9466527910849014,5.878349967550134e-254,23,Present
SH,white_poor_white_male,0.6107796093916986,0.6107796093916986,7.097689404350567e-54,8,Present
SL,white_lower_class_male,0.8360700593969076,0.8360700593969076,1.3704960388361954e-77,23,Present
SL,white_poor_white_female,0.5412025455689795,0.5412025455689795,1.2828949400882243e-23,2,Present
SL,white_poor_white_male,0.9793551580288676,0.9793551580288676,2.1036823677242828e-203,8,Present
SMO,white_middle_class_male,0.6736403902593577,0.6736403902593577,3.4309125962378965e-68,13,Present
SMO,white_upper_class_male,0.5326638387025855,0.5326638387025855,2.0005192991672502e-38,36,Present
SNP,black_free_black_male,0.6921240545248717,0.6921240545248717,3.858899336934645e-27,10,Present
SNP,white_lower_class_female,0.9877117965881732,0.9877117965881732,3.1049772452008845e-146,8,Present
SNP,white_upper_class_male,0.6921240545248717,0.6921240545248717,3.858899336934645e-27,36,Present
SY,black_free_black_male,0.6983773250182017,0.6983773250182017,0,10,Present
T,white_lower_class_male,0.6376511427478453,0.6376511427478453,0,23,Present
T,white_upper_class_male,0.7275838794684432,0.7275838794684432,0,36,Present
TES,black_free_black_female,0.8348948619174645,0.8348948619174645,7.039518373898892e-162,7,Present
TES,white_upper_class_female,0.6975385436932021,0.6975385436932021,3.115222931131419e-91,13,Present
TES,white_upper_class_male,0.9363399258217315,0.9363399258217315,3.287405626173208e-282,36,Present
TH,white_lower_class_male,1,1,0,23,Present
TM,white_lower_class_male,0.7421023450628298,0.7421023450628298,7.777034928145819e-53,23,Present
TM,white_middle_class_male,0.959802677263101,0.959802677263101,1.0228597034345494e-163,13,Present
TM,white_yeoman_male,0.8301776516357093,0.8301776516357093,2.499242712039661e-76,1,Present
TO,white_lower_class_male,0.8795036127039202,0.8795036127039202,5.1110233889271824e-101,23,Present
TO,white_middle_class_male,0.6987983457421253,0.6987983457421253,1.3918078310518472e-46,13,Present
TO,white_poor_white_male,0.5037788124400442,0.5037788124400442,2.72668780540544e-21,8,Present
TO,white_upper_class_male,0.6066067575140635,0.6066067575140635,1.9309843726613452e-32,36,Present
TWB,white_middle_class_female,0.7439229880428138,0.7439229880428138,2.904004904474288e-57,6,Present
TWB,white_middle_class_male,1,1,0,13,Present
TWQ,mixedblackwhite_free_black_female,0.5740737086546572,0.5740737086546572,2.5857593512092085e-37,1,Present
TWQ,white_upper_class_female,0.7983109294448867,0.7983109294448867,6.9372810114777e-92,13,Present
TWQ,white_upper_class_male,0.5576250499500172,0.5576250499500172,7.10213185057002e-35,36,Present
TWS,white_lower_class_female,0.5139973139413407,0.5139973139413407,1.655120961345412e-31,8,Present
TWS,white_lower_class_male,1,1,0,23,Present
UNV,black_enslaved_black_male,0.7793252877969206,0.7793252877969206,9.002407522120231e-48,7,Present
UNV,white_upper_class_female,0.8530735270030857,0.8530735270030857,8.848810180675714e-66,13,Present
UNV,white_upper_class_male,0.9161194760982028,0.9161194760982028,1.1208554245424625e-91,36,Present
UV,black_enslaved_black_male,0.787095567162893,0.787095567162893,0,7,Present
UV,white_upper_class_female,0.6669039181212604,0.6669039181212604,6.243610782817295e-302,13,Present
UV,white_upper_class_male,0.9867003815248536,0.9867003815248536,0,36,Present
UW,white_middle_class_male,0.9089011679795326,0.9089011679795326,1.0283395933338626e-73,13,Present
VEN,black_free_black_male,1,1,0,10,Present
VEN,white_upper_class_male,1,1,0,36,Present
W,white_poor_white_female,0.5425951435746486,0.5425951435746486,1.8984525247605492e-23,2,Present
W,white_poor_white_male,1,1,0,8,Present
W,white_upper_class_male,0.693729671910397,0.693729671910397,1.1702708012359151e-42,36,Present
